Author#hide,publication_date#info,ID#info,title#info,keywords_thematic#multi,Keyword: Geologic Time Tier 1#multi,Keyword: Geologic Time Tier 2#multi,Keyword: Discipline Tier 1#multi,Keyword: Discipline Tier 2 Human#multi,Keyword: Discipline Tier 2 Scraped#multi,resource_url#link,DataType,resource_type#multi,description#info,Services#multi,originator_contact_org_name#info,originator_contact_email#info,Comments#info,Software >Language#info,Software >Operating System#info,Software >Version#info,Software> Licence#info,REPOSITORIES#info,originator_contact_city#info,originator_contact_state#info,originator_contact_zip#info,Repository >Mailing_Address >Country#info,Repository >Physical_Address >Street#info,Repository >Physical_Address >City/Town#info,Repository >Physical_Address >State/Province#info,Repository >Physical_Address >Zip#info,Repository >Physical_Address >Country#info,Repository >Collection Type,Repository >Curator#info,Databases >Endpoint API#info,Databases >Last Update Date#info,Databases >Funding Organization#info,#name,#img,#href
Kaleb,,c4p/nsf-gov/0001505,Kansas Core Library,"core, samples, sedimentary, well, analysis, source, collections, drill, stratigraphic, cores, geologic",,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, petroleum geology, hydrology, geophysics, exploration geophysics, geochronology, mineralogy, petrology, natural natural resources, ","Data, sedimentary, metamorphic, analysis, igneous, data",http://www.kgs.ku.edu/Magellan/CoreLibrary/index.html,samples,repository,"A repository of geolocic drill cores and rock samples representing over 4000 drill holes in Kansas and surrounding states. Free public viewing and facilities are available, including a core examination layout room and binocular microscope. Limited core processing tecniques are also offered for a fee.",,,,,,,,,,,,,,,,,,,,,,,,Kansas Core Library,Repository.JPG,http://www.kgs.ku.edu/Magellan/CoreLibrary/index.html
Kaleb,,c4p/nsf-gov/0001506,Kentucky Geological Society Well Sample and Core Library ,"core, material, geology, facility, mapping, stratigraphy, economic, cores, geologic",,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, petroleum geology, hydrology, geophysics, exploration geophysics, geochronology, mineralogy, petrology, natural natural resources, ","paleontology, geology, mapping, stratigraphy, subsurface, geochemistry, economic, sedimentology, structural",http://www.uky.edu/KGS/core_library/,samples,repository,"A core repository facility holding bores from up to 16,000 feet deep and 1.9 Ga old. Collections are free to the public.",,,,,,,,,,,,,,,,,,,,,,,,Kentucky Geological Society Well Sample and Core Library ,Repository.JPG,http://www.uky.edu/KGS/core_library/
Kaleb,,c4p/nsf-gov/0001507,Maine Geological Society Core Repository and Exploration Records,"map, topographic, samples, core, analysis, maps, collections, drilling, drill, cores",,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, petroleum geology, hydrology, geophysics, exploration geophysics, geochronology, cartography, GIS, petrology, minerology, natural natural resources","Mining, Geology, resources, analysis, Forestry, Exploration, drilling, exploration, Data, Resources, structural",http://www.maine.gov/dacf/mgs/explore/mining/core/core.htm,samples,repository,"A repository of geological drill cores and samples focused on hard rock mineral resources. Over 100,000 feet of core, and concurrent documentation is available for public inspection.",,,,,,,,,,,,,,,,,,,,,,,,Maine Geological Society Core Repository and Exploration Records,Repository.JPG,http://www.maine.gov/dacf/mgs/explore/mining/core/core.htm
Kaleb,,c4p/nsf-gov/0001509,Ohio Geological Survey Horace R. Collins Core & Sample Repository,,,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, petroleum geology, hydrology, geophysics, exploration geophysics, geochronology, cartography, GIS, petrology, minerology, natural natural resources, ",,http://www2.ohiodnr.com/geosurvey/core-samples/core-sample-repository,samples,repository,"  A repository of over 900 geologic bore hole drill cores. Core location, core number, and cored formation information is available, as well as aerial photographs flown from 1950-1979, environmental impact statements, geochemical records of brine data, carbonate and coal samples, lithology logs, hand samples, oil samples, seismogram tracings between 1905 and 1992, thin sections, and more.",,,,,,,,,3307 South Old State Rd.,Delaware,Ohio,43015,United States of America,Same as Mailing,Same as Mailing,Same as Mailing,Same as Mailing,Same as Mailing,"Lake Erie Holocene Samples, in addition to core/cuttings/other from Ohio",Aaron L. Evelsizor,,,,Ohio Geological Survey Horace R. Collins Core & Sample Repository,Repository.JPG,http://www2.ohiodnr.com/geosurvey/core-samples/core-sample-repository
Kaleb,,c4p/nsf-gov/0001510,South Carolina State Core Repository,"core, samples, facility, drill, cores, geologic, open",,,Pysical_Geology,"scientific drilling, minerology, petrology, stratigraphy,  sedimentology, petroleum geology, hydrology, geophysics, exploration geophysics, geochronology, cartography, GIS, natural natural resources","data, exploration, Coastal, Geology",http://www.dnr.sc.gov/geology/repo.htm,samples,repository,"A repository of drill cores and cuttings from South Carolina. Over 1,200 drill holes are represented, mostly originating from mineral exploration initiatives, as well as some Coastal Plain drill cores, rock cuttings, chips, and samples. Most samples are open-filed for free viewing.",,,,,,,,,,,,,,,,,,,,,,,,South Carolina State Core Repository,Repository.JPG,http://www.dnr.sc.gov/geology/repo.htm
Kaleb,,c4p/nsf-gov/0001512,Austin Core Research Center,"map, Permian, facility, material, well, mapping, core, geologic",,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, petroleum geology, hydrology, geophysics, exploration geophysics, geochronology, petrology, minerology, natural natural resources","Geology, data, Energy, mapping, Analysis, Environmental, Economic, Geophysics, Coastal, tectonics, Data, Resources",http://www.beg.utexas.edu/info/acrc_facil.php,samples,repository,"A core repository facility holding more than 500,000 boxes of core and cuttings from from wells throughout Texas. Collections are freely available to the public.",,,,,,,,,,,,,,,,,,,,,,,,Austin Core Research Center,Repository.JPG,http://www.beg.utexas.edu/info/acrc_facil.php
Kaleb,,c4p/nsf-gov/0001515,McCracken Core Library and Research Center (Missouri),"core, samples, facility, geology, collections, drilling, drill, geologic, open",,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, petroleum geology, hydrology, geophysics, exploration geophysics, geochronology, petrology, minerology, natural natural resources","Geology, hydrology, environmental, Regional, subsurface, Environmental, engineering, exploration, Drilling, geology, data, Resources, drilling",http://www.dnr.mo.gov/geology/geosrv/geores/mccracken.htm,samples,repository,"A repository of over 2 million feet of rock cores from petroleum-based, landfill, quarry, haserdous waste, highway department, and mineralogical geological exploration projects. Cores are 1 and 3/8 inches in diameter and stored in 2 foot sections.",,,,,,,,,,,,,,,,,,,,,,,,McCracken Core Library and Research Center (Missouri),Repository.JPG,http://www.dnr.mo.gov/geology/geosrv/geores/mccracken.htm
Kaleb,,c4p/nsf-gov/0001516,Louisiana Geological Survey Core Repository,"core, cores, analysis, facility",,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, petroleum geology, hydrology, geophysics, exploration geophysics, geochronology,petrology, minerology, natural natural resources","Energy, analysis, Coastal",http://www.lgs.lsu.edu/deploy/content/PUBLI/contentpage13.php,samples,repository,"A repository and analysis facility of geologic exploration drill cores from AL, AR, FL, LA, MS, TX, and other areas.",,Pat O'Neill,,,,,,,,,,,,,,,,,,,,,,Louisiana Geological Survey Core Repository,Repository.JPG,http://www.lgs.lsu.edu/deploy/content/PUBLI/contentpage13.php
Kaleb,,c4p/nsf-gov/0001517,California State Core Repository,"map, material, samples, core, facility, well, onshore, ocean, water, drill, cores, open, offshore",,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, petroleum geology, hydrology, geophysics, exploration geophysics, geochronology, cartography, GIS, petrology, minerology",,http://www.wellsample.com/,samples,repository,"A repository of geologic drilling exploration cores, sidewall samples, foundatioin borings, and mineral suites. On-site well log information includes oil, gas, water, and core wells. Usage is free ONLY to students/faculty of from an accredited university.",,,,,,,,,,,,,,,,,,,,,,,,California State Core Repository,Repository.JPG,http://www.wellsample.com/
Kaleb,,c4p/nsf-gov/0001460,"Lamont-Doherty Core Repository, Columbia University",facility,,,Pysical_Geology,"scientific drilling, marine geoscience, oceanography, sedimentology,  stratigraphy, IODP-ECORD, paleontology, geochronology, geophysics, exploration geophysics, geochemistry, paleoceanography, paleorecord, paleoclimatology, metadata","Terrestrial, Visualization, Data, Metadata",http://www.ldeo.columbia.edu/core-repository,samples,"repository, database","Repository and database of sediment cores from every major ocean or sea. It contains 72 km of piston, trigger weight, box, kasten, and large diameter gravity cores. It also holds dredge and grab samples. The database includes geographic location, core length, mineralogy and paleontology, lithology, megascopic descriptions, and geological structure for each site.",,,,,,,,,,,,,,,,,,,,,,,,"Lamont-Doherty Core Repository, Columbia University",Repository.JPG,http://www.ldeo.columbia.edu/core-repository
Kaleb,,c4p/nsf-gov/0001461,USGS-Denver Core Research Center,"United States, East",,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, petroleum geology, petrology, hydrology, geophysics, exploration geophysics, geochronology, ","Petroleum, Analysis",http://my.usgs.gov/crcwc/,samples,"repository, database","A repository and databse for geologic drill-cores. The collection is searchable by state, county, township number, API number, type, well name, operator, etc.",,,,,,,,,,,,,,,,,,,,,,,,USGS-Denver Core Research Center,Repository.JPG,http://my.usgs.gov/crcwc/
Kaleb,,c4p/nsf-gov/0001462,Alabama State Core Repository,,,,Pysical_Geology,"scientific drilling, stratigraphy,  sedimentology, petroleum geology, hydrology, geophysics, exploration geophysics, geochronology, natural natural resources, ","Engineering, Data",http://www.gsa.state.al.us/ogb/db_cores.aspx,samples,"repository, database","A geological core database and physical sample repository searchable by permit, county, field, core number, formation, and location in Alabama.",,,,,,,,,,,,,,,,,,,,,,,,Alabama State Core Repository,Repository.JPG,http://www.gsa.state.al.us/ogb/db_cores.aspx
Kaleb,,c4p/nsf-gov/0001508,Michigan Geological Repository for Research and Education (MGRRE),"facility, geology, water, economic, samples, cores",,,Pysical_Geology,"scientific drilling, stratigraphy, sedimentology, petroleum geology, hydrology, geophysics, exploration geophysics, geochronology, cartography, GIS, petrology, minerology, natural natural resources, ","subsurface, geology, Petroleum, energy, petroleum, data, environmental, economic, resources, glacial, Data, Resources",http://wsh060.westhills.wmich.edu/MGRRE/,samples,"repository, database","A repository and database of geolocial drill cores, as well as research and water/environment education information. Over 500,000 feet of cores obtained from oil and gas wells, mineral wells, environmental rese3arch wells, and rotosonic cores of glacial sediments and samples. The database is searchable by record ID, county, town, operator, well name, mineral indes, API, etc.",,,,,,,,,,,,,,,,,,,,,,,,Michigan Geological Repository for Research and Education (MGRRE),Repository.JPG,http://wsh060.westhills.wmich.edu/MGRRE/
Ryan,,c4p/nsf-gov/0001436,Specify,"Java, open-source, Windows, well, application, Mac, stratigraphic, Linux, images, collections, model, geography",,,Paleobiolology,paleontology,"chronostratigraphy, Biodiversity, taxonomy, Stratigraphy, data, lithostratigraphy, Data, geography",http://specifysoftware.org,samples,software,"Database software application for sample curation of museum and herbarium research data. It manages species information for computerizing and curating collections for: tracking specimen transactions, linking images to specimen records, and publishing catalog data to the Internet. It supports data from specimens, taxonomic and stratigraphic classifications, field notebooks, DNA sequence runs, literature references, as well as other primary sources. It also manages the information associated with repository agreements, accessions, conservation treatments, collection object containers, images, and document attachments. ",software for sample curation; specimen management,,,,,,,,,,,,,,,,,,,,,,,Specify,software.png,http://specifysoftware.org
Ryan,,c4p/nsf-gov/0001028,C2,"models, Windows, stratigraphic, analysis",,,Climatology,"paleontology, paleobiology, paleoecology, paleoenvironment, paleoclimatology, data communitites, climate","data, Data, analysis",http://www.staff.ncl.ac.uk/stephen.juggins/software/C2Home.htm,,software,"Software for analysing and visualizing paleoenvironmental data. The main features are: (1) create and apply transfer functions using weighted averaging (WA), partial least squares (PLS), weighted averaging partial least squares (WAPLS), Imbrie & Kipp factor analysis, modern analogue technique (MAT) and maximum likelihood regression and calibration (ML), all with leave-one-out, bootstrap or n-fold leave out cross-validation, (2) create scatter, line and bubble plots to visualise species environment relationships and to diagnose fitted models, (3) plot stratigraphic diagrams with bar, line, silhouette and symbol graphs, overlay multiple series on the same axes, and combine multi-proxy data from different datasets measured at different time or depth intervals in the same diagram, (4) scale graphics in absolute units (mm) or fit to page, and cut & paste diagrams to a favourite drawing package, and (5) import / export data to / from a range of common formats, including Excel, Access, Tilia and Cornell, and edit, sort, transform and merge datasets.",Paleoenvironmental transfer functions from paleodata,,,,,,,,,,,,,,,,,,,,,,,C2,software.png,http://www.staff.ncl.ac.uk/stephen.juggins/software/C2Home.htm
Ryan,,c4p/nsf-gov/0001029,EdGCM: Educational Global Climate Model,"models, Windows, climate, Mac, change",,,Climatology,"paleoclimatology, climatology, geophysics","Visualization, resources",http://edgcm.columbia.edu,,software,"Software for simulating a Global Climate Model. The software is meant for educational purposes and to improve the quality of teaching and learning of climate-change science through broader access to GCMs, and to provide appropriate technology and materials to help educators use these models effectively.","climate modeling, postprocessing software, & visualization of model output",Mark Chandler,,,,,,,,,,,,,,,,,,,,,,EdGCM: Educational Global Climate Model,software.png,http://edgcm.columbia.edu
Kaleb,,c4p/nsf-gov/0001030,PaiCo,"diatoms, global, chronology, rings, lake, ice, paleoclimate, source, reconstruction, Bayesian, core, C, material, models, regional, applications, R, reconstructions, drilling, modeling, Fourier, marine, change, Holocene, climate, Greenland, analysis, cores, model, sediment",,Holocene,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology","Paleoceanography, Polar, Oceanography, coastal, Geology, drilling, Energy, regional, Analysis, Environmental, Engineering, terrestrial, analysis, statistical, hydrology, Astronomy, data, environmental, Geography",http://link.springer.com/article/10.1007%2Fs00382-013-1701-4,,software,Software written as a new reconstruction method using the ordering of all pairs of proxy observations within each record to find a time series that best agrees with all proxy records. The Resultant time series is subsequently calibrated to the instrumental record to provide an estimate of past climate. It is a facilitator for the inclusion of records with differing temporal resolutions.,,,,,,,,,,,,,,,,,,,,,,,,PaiCo,software.png,http://link.springer.com/article/10.1007%2Fs00382-013-1701-4
Kaleb,,c4p/nsf-gov/0001031,Seascorr,,,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology",,http://www.sciencedirect.com/science/article/pii/S009830041100104X,,software,"MatLab software program for identifying seasnal climate signal in an annual tree-ring time series. Inputs include primary and secondary climate variables, as well as tree-ring time series and specifications for seasonal groupings.",,Dave M. Meko,,,Matlab,,,,,,,,,,,,,,,,,,,Seascorr,software.png,http://www.sciencedirect.com/science/article/pii/S009830041100104X
Kaleb,,c4p/nsf-gov/0001032,grplot,"core, climate, atmospheric, source, models, well, global, rings, analysis, chronology, application, applications, Matlab, correlation, cores, model, Fourier, ring, change",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology","Hydrology, statistical, atmospheric, analysis, data, Statistical, Atmospheric, Data, metadata",http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#grplot,,software,"Software that creates grouped plots of ring width series. Code written in MatLab for another script, may require necessary call name substitution.",,Dave M. Meko,,,Matlab,,,,,,,,,,,,,,,,,,,grplot,software.png,http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#grplot
Kaleb,,c4p/nsf-gov/0001033,skelcrn,"core, climate, atmospheric, source, models, well, global, rings, analysis, chronology, application, applications, Matlab, correlation, cores, model, Fourier, ring, change",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology","Hydrology, statistical, atmospheric, analysis, data, Statistical, Atmospheric, Data, metadata",http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#skelcrn,,software,"Software that creates skeleton plot from crn file or ring-width series. Code written in MatLab for another script, may require necessary call name substitution.",,Dave M. Meko,,,Matlab,,,,,,,,,,,,,,,,,,,skelcrn,software.png,http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#skelcrn
Kaleb,,c4p/nsf-gov/0001034,climgram,"core, climate, atmospheric, source, models, well, global, rings, analysis, chronology, application, applications, Matlab, correlation, cores, model, Fourier, ring, change",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology","Hydrology, statistical, atmospheric, analysis, data, Statistical, Atmospheric, Data, metadata",http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#climgram,,software,"Software that creates climatogram. Code written in MatLab for another script, may require necessary call name substitution.",,Dave M. Meko,,,Matlab,,,,,,,,,,,,,,,,,,,climgram,software.png,http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#climgram
Kaleb,,c4p/nsf-gov/0001035,crn2vec2,"core, climate, atmospheric, source, models, well, global, rings, analysis, chronology, application, applications, Matlab, correlation, cores, model, Fourier, ring, change",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology","Hydrology, statistical, atmospheric, analysis, data, Statistical, Atmospheric, Data, metadata",http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#crn2vec2,,software,"Software that converts .crn file to vectors. Code written in MatLab for another script, may require necessary call name substitution.",,Dave M. Meko,,,Matlab,,2.2,,,,,,,,,,,,,,,,,crn2vec2,software.png,http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#crn2vec2
Kaleb,,c4p/nsf-gov/0001036,rwl2tsm,"core, climate, atmospheric, source, models, well, global, rings, analysis, chronology, application, applications, Matlab, correlation, cores, model, Fourier, ring, change",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology","Hydrology, statistical, atmospheric, analysis, data, Statistical, Atmospheric, Data, metadata",http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#rwl2tsm,,software,"Software that converts .rwl file to time series matrix. Code written in MatLab for another script, may require necessary call name substitution.",,Dave M. Meko,,,Matlab,,2,,,,,,,,,,,,,,,,,rwl2tsm,software.png,http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#rwl2tsm
Kaleb,,c4p/nsf-gov/0001037,rwlinp,"core, climate, atmospheric, source, models, well, global, rings, analysis, chronology, application, applications, Matlab, correlation, cores, model, Fourier, ring, change",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology","Hydrology, statistical, atmospheric, analysis, data, Statistical, Atmospheric, Data, metadata",http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#rwlinp,,software,"Software that loads rwl series as ""indexed vector"" into MATLAB. Code written in MatLab for another script, may require necessary call name substitution.",,Dave M. Meko,,,Matlab,,,,,,,,,,,,,,,,,,,rwlinp,software.png,http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#rwlinp
Kaleb,,c4p/nsf-gov/0001038,c123tss,"core, climate, atmospheric, source, models, well, global, rings, analysis, chronology, application, applications, Matlab, correlation, cores, model, Fourier, ring, change",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology","Hydrology, statistical, atmospheric, analysis, data, Statistical, Atmospheric, Data, metadata",http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#c132tss,,software,"Software that creates thirteen-column monthly climate matrix to time-series structure. Code written in MatLab for another script, may require necessary call name substitution.",,Dave M. Meko,,,Matlab,,1.2.3,,,,,,,,,,,,,,,,,c123tss,software.png,http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#c132tss
Kaleb,,c4p/nsf-gov/0001039,dirfiles,"core, climate, atmospheric, source, models, well, global, rings, analysis, chronology, application, applications, Matlab, correlation, cores, model, Fourier, ring, change",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology","Hydrology, statistical, atmospheric, analysis, data, Statistical, Atmospheric, Data, metadata",http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#dirfiles,,software,"Software that creates list of files with specified suffix. Code written in MatLab for another script, may require necessary call name substitution.",,Dave M. Meko,,,Matlab,,,,,,,,,,,,,,,,,,,dirfiles,software.png,http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#dirfiles
Kaleb,,c4p/nsf-gov/0001040,acf,"core, climate, atmospheric, source, models, well, global, rings, analysis, chronology, application, applications, Matlab, correlation, cores, model, Fourier, ring, change",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology","Hydrology, statistical, atmospheric, analysis, data, Statistical, Atmospheric, Data, metadata",http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#acf,,software,"Software that codes for an autocorrelation function and confidence limits.  Code written in MatLab for another script, may require necessary call name substitution.",,Dave M. Meko,,,Matlab,,,,,,,,,,,,,,,,,,,acf,software.png,http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#acf
Kaleb,,c4p/nsf-gov/0001041,arspectrum,"core, climate, atmospheric, source, models, well, global, rings, analysis, chronology, application, applications, Matlab, correlation, cores, model, Fourier, ring, change",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology","Hydrology, statistical, atmospheric, analysis, data, Statistical, Atmospheric, Data, metadata",http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#arspectrum,,software,"Software that creates the spectrum of an AR(1) or AR(2) process. Code written in MatLab for another script, may require necessary call name substitution.",,Dave M. Meko,,,Matlab,,,,,,,,,,,,,,,,,,,arspectrum,software.png,http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#arspectrum
Kaleb,,c4p/nsf-gov/0001042,corrone,"core, climate, atmospheric, source, models, well, global, rings, analysis, chronology, application, applications, Matlab, correlation, cores, model, Fourier, ring, change",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology","Hydrology, statistical, atmospheric, analysis, data, Statistical, Atmospheric, Data, metadata",http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#corrone,,software,"Software that creates product-moment correlations of one variable with several others. Code written in MatLab for another script, may require necessary call name substitution.",,Dave M. Meko,,,Matlab,,,,,,,,,,,,,,,,,,,corrone,software.png,http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#corrone
Kaleb,,c4p/nsf-gov/0001043,mafiltl,"core, climate, atmospheric, source, models, well, global, rings, analysis, chronology, application, applications, Matlab, correlation, cores, model, Fourier, ring, change",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology","Hydrology, statistical, atmospheric, analysis, data, Statistical, Atmospheric, Data, metadata",http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#mafilt1,,software,"Software that creates evenly-weighted moving average of an annual time series. Code written in MatLab for another script, may require necessary call name substitution.",,Dave M. Meko,,,Matlab,,,,,,,,,,,,,,,,,,,mafiltl,software.png,http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#mafilt1
Kaleb,,c4p/nsf-gov/0001044,pdgmraw,"core, climate, atmospheric, source, models, well, global, rings, analysis, chronology, application, applications, Matlab, correlation, cores, model, Fourier, ring, change",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology","Hydrology, statistical, atmospheric, analysis, data, Statistical, Atmospheric, Data, metadata",http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#pdgmraw,,software,"Software that creates raw periodogram of a time series. Code written in MatLab for another script, may require necessary call name substitution.",,Dave M. Meko,,,Matlab,,,,,,,,,,,,,,,,,,,pdgmraw,software.png,http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#pdgmraw
Kaleb,,c4p/nsf-gov/0001045,pdgmsim,"core, climate, atmospheric, source, models, well, global, rings, analysis, chronology, application, applications, Matlab, correlation, cores, model, Fourier, ring, change",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology","Hydrology, statistical, atmospheric, analysis, data, Statistical, Atmospheric, Data, metadata",http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#pdgmsim,,software,"Software that creates exact simulation of Gaussian time series from its periodogram. Code written in MatLab for another script, may require necessary call name substitution.",,Dave M. Meko,,,Matlab,,,,,,,,,,,,,,,,,,,pdgmsim,software.png,http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#pdgmsim
Kaleb,,c4p/nsf-gov/0001046,specbt1,"core, climate, atmospheric, source, models, well, global, rings, analysis, chronology, application, applications, Matlab, correlation, cores, model, Fourier, ring, change",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology","Hydrology, statistical, atmospheric, analysis, data, Statistical, Atmospheric, Data, metadata",http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#specbt1,,software,"Software that creates the spectrum of a single time series by Blackman Tukey method. Code written in MatLab for another script, may require necessary call name substitution.",,Dave M. Meko,,,Matlab,,1,,,,,,,,,,,,,,,,,specbt1,software.png,http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#specbt1
Kaleb,,c4p/nsf-gov/0001047,whit1,"core, climate, atmospheric, source, models, well, global, rings, analysis, chronology, application, applications, Matlab, correlation, cores, model, Fourier, ring, change",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology","Hydrology, statistical, atmospheric, analysis, data, Statistical, Atmospheric, Data, metadata",http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#whit1,,software,"Software that fits an AR model to time series and prewhiten. Code written in MatLab for another script, may require necessary call name substitution.",,Dave M. Meko,,,Matlab,,1,,,,,,,,,,,,,,,,,whit1,software.png,http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#whit1
Kaleb,,c4p/nsf-gov/0001048,akaike,"core, climate, atmospheric, source, models, well, global, rings, analysis, chronology, application, applications, Matlab, correlation, cores, model, Fourier, ring, change",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology","Hydrology, statistical, atmospheric, analysis, data, Statistical, Atmospheric, Data, metadata",http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#akaike,,software,"Software that creates akaike information criterion for fitting AR models. Code written in MatLab for another script, may require necessary call name substitution.",,Dave M. Meko,,,Matlab,,,,,,,,,,,,,,,,,,,akaike,software.png,http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#akaike
Kaleb,,c4p/nsf-gov/0001049,eightplt,"core, climate, atmospheric, source, models, well, global, rings, analysis, chronology, application, applications, Matlab, correlation, cores, model, Fourier, ring, change",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology","Hydrology, statistical, atmospheric, analysis, data, Statistical, Atmospheric, Data, metadata",http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#akaike,,software,"Software that fits eight plots on a page. Code written in MatLab for another script, may require necessary call name substitution.",,Dave M. Meko,,,Matlab,,,,,,,,,,,,,,,,,,,eightplt,software.png,http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#akaike
Kaleb,,c4p/nsf-gov/0001050,figsize,"core, climate, atmospheric, source, models, well, global, rings, analysis, chronology, application, applications, Matlab, correlation, cores, model, Fourier, ring, change",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology","Hydrology, statistical, atmospheric, analysis, data, Statistical, Atmospheric, Data, metadata",http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#figsize,,software,"Software that adjusts figure-window pixel positions from specified fractional screen-width and screen-height. Code written in MatLab for another script, may require necessary call name substitution.",,Dave M. Meko,,,Matlab,,,,,,,,,,,,,,,,,,,figsize,software.png,http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#figsize
Kaleb,,c4p/nsf-gov/0001051,filter1,"core, climate, atmospheric, source, models, well, global, rings, analysis, chronology, application, applications, Matlab, correlation, cores, model, Fourier, ring, change",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology","Hydrology, statistical, atmospheric, analysis, data, Statistical, Atmospheric, Data, metadata",http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#filter1,,software,"Software that low-pass filters a time series using specified weights. Code written in MatLab for another script, may require necessary call name substitution.",,Dave M. Meko,,,Matlab,,1,,,,,,,,,,,,,,,,,filter1,software.png,http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#filter1
Kaleb,,c4p/nsf-gov/0001052,intnan,"core, climate, atmospheric, source, models, well, global, rings, analysis, chronology, application, applications, Matlab, correlation, cores, model, Fourier, ring, change",,,Climatology,"paleoclimatology, climatology, paleoenvironment, dendrochronology","Hydrology, statistical, atmospheric, analysis, data, Statistical, Atmospheric, Data, metadata",http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#intnan,,software,"Software that checks for imbedded NaN in a time series. Code written in MatLab for another script, may require necessary call name substitution.",,Dave M. Meko,,,Matlab,,,,,,,,,,,,,,,,,,,intnan,software.png,http://www.ltrr.arizona.edu/~dmeko/mfiles1.html#intnan
